accx,accy,accz
-0.0869,0.0559,0.9901
-0.0922,0.0588,0.9906
-0.1015,0.0622,0.9833
-0.1143,0.0632,0.9862
-0.1192,0.0676,0.9847
-0.1309,0.0769,0.9862
-0.1362,0.0812,0.9837
-0.1387,0.0886,0.9823
-0.1402,0.0944,0.9803
-0.1563,0.0988,0.9768
-0.1563,0.1081,0.969
-0.1558,0.1096,0.9651
-0.1602,0.1149,0.9485
-0.1602,0.1184,0.9451
-0.1528,0.1188,0.9285
-0.1475,0.1193,0.9202
-0.1411,0.1184,0.9031
-0.1338,0.1267,0.8899
-0.1309,0.1242,0.8836
-0.124,0.1276,0.8748
-0.1211,0.1262,0.8723
-0.1123,0.1232,0.8733
-0.1094,0.1267,0.8737
-0.1099,0.1262,0.8718
-0.1054,0.1232,0.8802
-0.1079,0.1179,0.8889
-0.1133,0.1169,0.8958
-0.1143,0.1149,0.908
-0.1201,0.1115,0.9197
-0.1226,0.1071,0.9241
-0.1279,0.1018,0.9358
-0.1353,0.1027,0.9383
-0.1377,0.0998,0.9441
-0.1455,0.1052,0.9471
-0.1509,0.1037,0.9475
-0.1533,0.1081,0.9495
-0.1499,0.1115,0.9358
-0.1485,0.1169,0.9295
-0.1499,0.1198,0.9202
-0.1348,0.1331,0.9153
-0.1314,0.1315,0.9119
-0.1235,0.1433,0.9016
-0.1084,0.1394,0.8899
-0.1065,0.1399,0.8811
-0.1025,0.137,0.8753
-0.0966,0.138,0.8733
-0.0883,0.1375,0.862
-0.0864,0.1345,0.8571
-0.0747,0.137,0.8513
-0.0585,0.1345,0.8332
-0.0581,0.1325,0.8332
-0.0537,0.1232,0.8327
-0.0546,0.1193,0.8371
-0.0532,0.1232,0.8454
-0.0551,0.1198,0.8474
-0.0556,0.1232,0.8601
-0.0571,0.1237,0.8659
-0.0585,0.1252,0.8743
-0.0634,0.1237,0.8821
-0.0703,0.1291,0.8889
-0.0742,0.1276,0.8924
-0.0834,0.1286,0.8889
-0.0966,0.1218,0.8938
-0.1025,0.1228,0.8909
-0.1069,0.1281,0.8919
-0.1113,0.1315,0.887
-0.1128,0.1389,0.8841
-0.1109,0.1409,0.8831
-0.1167,0.1463,0.8782
-0.1167,0.1531,0.8762
-0.1138,0.157,0.8733
-0.1133,0.1624,0.864
-0.1143,0.1726,0.8547
-0.1148,0.1765,0.8469
-0.1079,0.1912,0.8357
-0.1015,0.1883,0.8293
-0.0917,0.1819,0.8161
-0.0903,0.176,0.8137
-0.0839,0.1765,0.8147
-0.079,0.1619,0.8127
-0.0732,0.157,0.8117
-0.0693,0.1531,0.8137
-0.0624,0.1565,0.8176
-0.061,0.159,0.8176
-0.0629,0.1609,0.8234
-0.0698,0.1663,0.8244
-0.0693,0.1721,0.8303
-0.0727,0.1819,0.8386
-0.0805,0.1917,0.8469
-0.0859,0.198,0.8562
-0.0981,0.2171,0.8748
-0.1104,0.2322,0.886
-0.1143,0.2381,0.8943
-0.1206,0.2464,0.909
-0.1318,0.2581,0.9207
-0.1421,0.2684,0.9392
-0.145,0.2747,0.9456
-0.1553,0.2826,0.9495
-0.1651,0.285,0.9549
-0.1709,0.2909,0.9558
-0.1817,0.2928,0.9617
-0.1841,0.2904,0.9637
-0.1978,0.2894,0.9695
-0.2022,0.2909,0.9833
-0.2061,0.285,0.9828
-0.2056,0.284,0.9837
-0.1963,0.2757,0.9798
-0.1885,0.2674,0.9808
-0.1826,0.2611,0.9729
-0.1699,0.2489,0.9695
-0.1582,0.2435,0.9656
-0.1519,0.2307,0.9627
-0.1362,0.2219,0.95
-0.126,0.2185,0.9505
-0.1059,0.2053,0.9466
-0.0908,0.1907,0.9392
-0.0834,0.1819,0.9363
-0.0737,0.1721,0.9236
-0.0712,0.1633,0.927
-0.0664,0.1624,0.9246
-0.0659,0.1609,0.9192
-0.0629,0.1594,0.9182
-0.0624,0.1521,0.9178
-0.06,0.1526,0.9173
-0.0634,0.1633,0.9192
-0.06,0.1775,0.9212
-0.0624,0.1858,0.9251
-0.0703,0.2092,0.9422
-0.0756,0.2312,0.9539
-0.0781,0.2415,0.9598
-0.079,0.2552,0.9681
-0.0776,0.2621,0.97
-0.08,0.2655,0.972
-0.082,0.2743,0.9754
-0.0815,0.2762,0.9793
-0.0781,0.2777,0.9773
-0.0722,0.2674,0.9651
-0.0707,0.2611,0.9602
-0.0722,0.2586,0.9461
-0.0693,0.2469,0.9427
-0.0644,0.2317,0.9246
-0.0654,0.2293,0.9192
-0.0678,0.2317,0.9104
-0.0664,0.2298,0.906
-0.0703,0.2385,0.8943
-0.0683,0.245,0.8904
-0.0664,0.2572,0.8885
-0.0698,0.2581,0.8826
-0.0673,0.2762,0.8777
-0.0688,0.2821,0.8753
-0.0673,0.2884,0.8723
-0.0707,0.2928,0.8718
-0.0683,0.2953,0.8753
-0.0644,0.3045,0.8841
-0.0644,0.3143,0.8865
-0.0673,0.3075,0.8977
-0.0698,0.3094,0.9046
-0.0703,0.3055,0.9065
-0.0703,0.2977,0.9095
-0.0707,0.2845,0.9168
-0.0644,0.2787,0.9178
-0.0688,0.266,0.9217
-0.0654,0.2596,0.929
-0.0668,0.2577,0.9261
-0.062,0.2411,0.9309
-0.062,0.2371,0.927
-0.061,0.2322,0.9339
-0.0576,0.2337,0.9397
-0.0561,0.2298,0.9344
-0.0571,0.2273,0.9368
-0.0556,0.2283,0.9407
-0.0566,0.2273,0.9392
-0.0566,0.2259,0.9436
-0.0585,0.2259,0.9485
-0.061,0.2224,0.949
-0.0595,0.2185,0.9466
-0.0624,0.2224,0.948
-0.0654,0.2219,0.951
-0.0654,0.2136,0.9466
-0.0644,0.2141,0.9505
-0.0629,0.2176,0.9495
-0.0639,0.2136,0.9466
-0.059,0.2151,0.9558
-0.0605,0.2224,0.9568
-0.0595,0.2273,0.9568
-0.0561,0.2381,0.9637
-0.0512,0.2445,0.9671
-0.0497,0.2557,0.9749
-0.0532,0.2601,0.9837
-0.0532,0.264,0.9798
-0.0522,0.265,0.9837
-0.059,0.2718,0.9867
-0.0605,0.2664,0.9842
-0.0634,0.2689,0.9901
-0.0644,0.2723,0.9867
-0.0693,0.2743,0.9867
-0.0776,0.2796,0.9783
-0.0844,0.284,0.9778
-0.0825,0.2889,0.9808
-0.0883,0.2953,0.9749
-0.0874,0.2918,0.9773
-0.0893,0.2957,0.9778
-0.0869,0.2918,0.9857
-0.0825,0.2928,0.9901
-0.0776,0.2914,1.0003
-0.0659,0.2914,1.0096
-0.061,0.2865,1.0165
-0.0527,0.2777,1.0272
-0.0483,0.2723,1.0331
-0.0473,0.2596,1.0448
-0.0424,0.2537,1.0643
-0.0395,0.2498,1.0755
-0.0429,0.2562,1.1034
-0.0424,0.2518,1.121
-0.0429,0.2562,1.1249
-0.0414,0.2498,1.1362
-0.0439,0.2489,1.1396
-0.0449,0.2484,1.1396
-0.0463,0.2415,1.1342
-0.0483,0.2425,1.1308
-0.0478,0.2396,1.1191
-0.0458,0.242,1.1142
-0.0385,0.2459,1.0898
-0.0351,0.2508,1.0804
-0.0224,0.2557,1.0702
-0.0117,0.263,1.0594
-0.0053,0.265,1.0546
0.0001,0.2694,1.0472
0.0099,0.2743,1.0482
0.0148,0.2713,1.0379
0.0231,0.2713,1.0336
0.0231,0.2689,1.0321
0.0275,0.263,1.0389
0.0201,0.265,1.0423
0.0231,0.2562,1.0497
0.0216,0.2518,1.0482
0.0182,0.2415,1.0516
0.0206,0.2312,1.0472
0.0309,0.2283,1.0423
0.0416,0.2234,1.0326
0.0441,0.2219,1.035
0.0514,0.221,1.0306
0.0758,0.2166,1.0233
0.0802,0.2146,1.0213
0.0885,0.2117,1.0272
0.0885,0.2127,1.0365
0.0856,0.2053,1.0531
0.0914,0.1902,1.0672
0.091,0.1804,1.078
0.0875,0.1692,1.0907
0.0846,0.1663,1.0966
0.0743,0.1463,1.1117
0.069,0.1419,1.1161
0.0612,0.1247,1.1205
0.049,0.1218,1.1205
0.0392,0.1159,1.1249
0.0294,0.1096,1.1225
0.026,0.1086,1.122
0.0197,0.0983,1.1279
0.0177,0.0969,1.1332
0.0123,0.0944,1.1386
0.0148,0.0935,1.1596
0.0153,0.0866,1.1689
0.0172,0.0852,1.1747
0.0177,0.0798,1.1738
0.0275,0.07,1.1777
0.0314,0.0651,1.1782
0.0436,0.0598,1.1718
0.0538,0.0544,1.1635
0.0739,0.048,1.145
0.1169,0.0432,1.1137
0.1965,0.0441,1.036
0.2161,0.05,1.0233
0.2259,0.0593,1.0262
0.2161,0.0666,1.0384
0.2136,0.0681,1.0399
0.2063,0.0729,1.0555
0.1804,0.0725,1.0726
0.1657,0.0739,1.0834
0.134,0.0744,1.102
0.1184,0.0749,1.1098
0.0792,0.0773,1.1244
0.068,0.0803,1.124
0.046,0.0852,1.1269
0.0377,0.0881,1.1279
0.0211,0.0993,1.1098
0.0148,0.1022,1.0981
0.0148,0.1066,1.077
0.0133,0.112,1.0658
0.0241,0.1193,1.034
0.0353,0.1242,0.993
0.0426,0.1257,0.9872
0.0651,0.1306,0.9373
0.0743,0.1355,0.9261
0.0851,0.1311,0.9012
0.0812,0.1291,0.8914
0.091,0.1257,0.8811
0.0875,0.1271,0.8792
0.0919,0.1286,0.8772
0.0827,0.1296,0.8753
0.0802,0.1286,0.8811
0.0763,0.132,0.8831
0.0636,0.1355,0.8889
0.0651,0.1409,0.8885
0.0514,0.1428,0.8909
0.047,0.1492,0.8933
0.0407,0.1521,0.8948
0.0358,0.156,0.8997
0.026,0.1653,0.9031
0.0216,0.1726,0.8982
0.0114,0.1961,0.9007
0.0079,0.2063,0.9012
0.0089,0.2078,0.9007
0.0074,0.2161,0.8924
0.0109,0.2132,0.887
0.0128,0.2063,0.8792
0.0172,0.2122,0.8698
0.0206,0.2097,0.8625
0.0363,0.2107,0.8508
0.0494,0.2078,0.8464
0.0617,0.2068,0.8401
0.07,0.2044,0.8342
0.0831,0.1995,0.8239
0.0812,0.1995,0.82
0.0856,0.199,0.82
0.0866,0.1985,0.8215
0.0861,0.1912,0.822
0.0778,0.1883,0.8269
0.07,0.1926,0.8313
0.0734,0.1883,0.8318
0.07,0.1892,0.8332
0.0685,0.1951,0.8425
0.0636,0.1887,0.8401
0.0621,0.1941,0.8532
0.067,0.1917,0.8518
0.0602,0.2063,0.8654
0.0558,0.2068,0.8708
0.0465,0.2112,0.8777
0.0353,0.2044,0.8787
0.0353,0.2009,0.886
0.0367,0.2073,0.8997
0.0416,0.2024,0.8972
0.0519,0.2122,0.906
0.0534,0.2132,0.9075
0.0577,0.2185,0.9207
0.0553,0.2205,0.9212
0.0612,0.22,0.9236
0.0636,0.2234,0.9212
0.0675,0.2215,0.9207
0.0704,0.2166,0.9134
0.0724,0.2176,0.9085
0.0773,0.2039,0.8929
0.0783,0.2,0.8889
0.0817,0.198,0.8821
0.0768,0.1995,0.8767
0.0851,0.1966,0.8723
0.088,0.1985,0.8723
0.0831,0.2068,0.8777
0.0822,0.2073,0.8767
0.0743,0.2278,0.887
0.0617,0.2376,0.9021
0.0548,0.2371,0.9065
0.0499,0.2411,0.8997
0.0358,0.2406,0.8997
0.027,0.2406,0.8948
0.0133,0.2454,0.8953
0.0065,0.2494,0.8836
-0.0029,0.2586,0.8777
-0.0004,0.266,0.8669
0.0006,0.2733,0.8645
0.0011,0.2894,0.8576
0.004,0.2982,0.8523
0.0143,0.2997,0.8444
0.0153,0.3202,0.8415
0.0265,0.3231,0.8337
0.0324,0.328,0.8318
0.0392,0.3255,0.8308
0.0436,0.327,0.8303
0.0573,0.3255,0.8371
0.0612,0.325,0.8401
0.0748,0.3148,0.8537
0.0792,0.3055,0.8601
0.0787,0.3031,0.8669
0.0817,0.2987,0.8816
0.0763,0.2914,0.8943
0.0729,0.2874,0.9114
0.0704,0.2816,0.9251
0.0651,0.2796,0.9305
0.0617,0.2728,0.9402
0.0582,0.2728,0.9451
0.0465,0.2679,0.9505
0.0338,0.2596,0.9515
0.0309,0.2572,0.95
0.0206,0.2542,0.948
0.0162,0.2552,0.9451
0.0104,0.2567,0.9417
0.0026,0.2552,0.9373
0.0006,0.2708,0.93
0.0026,0.2767,0.9265
0.0026,0.2826,0.9246
-0.0009,0.2889,0.9197
-0.0004,0.2904,0.9134
0.0031,0.2948,0.907
0.0021,0.2982,0.908
0.0001,0.2997,0.9075
0.0016,0.2962,0.9055
0.0118,0.2987,0.9139
0.0187,0.2855,0.9197
0.0284,0.2821,0.929
0.0289,0.2752,0.9329
0.0367,0.2723,0.9475
0.0392,0.2674,0.9549
0.0407,0.2674,0.9617
0.0441,0.2577,0.9725
0.0455,0.2474,0.9764
0.0421,0.244,0.972
0.0392,0.2396,0.9671
0.0353,0.2342,0.9632
0.0372,0.2307,0.9485
0.0367,0.2317,0.9456
0.0367,0.2342,0.928
0.0338,0.2401,0.9261
0.0221,0.2547,0.9158
0.0172,0.2621,0.9158
0.0133,0.284,0.9173
0.0089,0.306,0.9153
0.0182,0.3153,0.9226
0.0216,0.326,0.9217
0.0255,0.3255,0.9251
0.028,0.3285,0.9329
0.0402,0.327,0.9407
0.0431,0.3202,0.9412
0.0582,0.3089,0.9524
0.0626,0.3011,0.9573
0.0783,0.2762,0.9744
0.0851,0.2655,0.9837
0.091,0.2498,0.9964
0.0978,0.2415,1.0018
0.1086,0.2244,1.0169
0.1091,0.2229,1.0331
0.111,0.2239,1.036
0.0997,0.2317,1.0467
0.0958,0.2371,1.0589
0.0802,0.2489,1.0677
0.0734,0.2562,1.0731
0.0485,0.2757,1.0873
0.048,0.283,1.0917
0.007,0.3182,1.1259
0.0031,0.3246,1.1313
-0.0063,0.3377,1.1474
-0.0165,0.3431,1.1533
-0.0346,0.3485,1.1738
-0.0356,0.3481,1.1791
-0.0429,0.3431,1.1865
-0.0478,0.3397,1.1865
-0.0458,0.327,1.1889
-0.0473,0.3172,1.1865
-0.0463,0.287,1.1791
-0.0449,0.2718,1.1752
-0.0454,0.2425,1.1791
-0.0463,0.2283,1.1845
-0.0424,0.1995,1.1918
-0.0414,0.1814,1.2021
-0.0419,0.1594,1.2275
-0.041,0.1482,1.2407
-0.038,0.1228,1.2764
-0.0405,0.1159,1.2847
-0.0429,0.1076,1.3028
-0.0454,0.0988,1.2999
-0.0493,0.0969,1.3057
-0.0576,0.0949,1.3062
-0.0751,0.0949,1.2925
-0.081,0.0935,1.2871
-0.0922,0.0998,1.2739
-0.0966,0.1032,1.2617
-0.1065,0.1105,1.2422
-0.1089,0.1159,1.2295
-0.1113,0.1242,1.207
-0.1089,0.132,1.1992
-0.1157,0.1389,1.1904
-0.1148,0.1443,1.1718
-0.1148,0.1477,1.1572
-0.1172,0.155,1.1362
-0.1123,0.1531,1.124
-0.1104,0.156,1.103
-0.1128,0.157,1.0942
-0.1109,0.1511,1.0633
-0.1074,0.1521,1.0521
-0.1113,0.1463,1.0384
-0.1104,0.1487,1.0316
-0.104,0.1472,1.016
-0.1079,0.1472,1.0106
-0.1015,0.1482,0.9857
-0.1065,0.1482,0.9515
-0.1049,0.1526,0.9432
-0.1065,0.1507,0.9417
-0.1109,0.1575,0.9378
-0.1069,0.1594,0.9353
-0.1162,0.1643,0.9397
-0.1128,0.1756,0.95
-0.1196,0.1721,0.9563
-0.1206,0.1697,0.9637
-0.1235,0.1614,0.969
-0.126,0.158,0.9764
-0.1289,0.1443,0.9876
-0.1284,0.1281,0.9916
-0.1304,0.1188,0.993
-0.125,0.112,0.9891
-0.1196,0.1086,0.9891
-0.1074,0.1042,0.9803
-0.0966,0.0983,0.9744
-0.0844,0.0944,0.9607
-0.0727,0.0949,0.9427
-0.0571,0.1081,0.8831
-0.0507,0.114,0.8664
-0.0507,0.1198,0.8654
-0.0517,0.1267,0.8557
-0.0483,0.1276,0.8567
-0.0512,0.137,0.8562
-0.0527,0.1453,0.8513
-0.0551,0.1477,0.8571
-0.0595,0.1526,0.8562
-0.0629,0.155,0.8518
-0.0644,0.1555,0.8557
-0.0688,0.1555,0.8562
-0.0712,0.156,0.8586
-0.0795,0.1565,0.8557
-0.0888,0.1541,0.8547
-0.0903,0.1531,0.8508
-0.0937,0.155,0.8484
-0.101,0.1516,0.843
-0.1044,0.155,0.8391
-0.1133,0.156,0.8298
-0.1089,0.1673,0.8147
-0.1074,0.1638,0.8122
-0.1044,0.1633,0.8049
-0.1044,0.1663,0.8029
-0.0952,0.1697,0.7985
-0.0903,0.1697,0.7912
-0.0795,0.1736,0.7839
-0.0644,0.178,0.7819
-0.0615,0.18,0.7863
-0.0585,0.1873,0.7868
-0.0551,0.1853,0.7868
-0.0541,0.1941,0.7922
-0.06,0.1946,0.8015
-0.0747,0.2019,0.8137
-0.08,0.2024,0.8176
-0.0834,0.2112,0.8244
-0.0903,0.2088,0.8249
-0.101,0.2176,0.8313
-0.103,0.219,0.8259
-0.1054,0.2234,0.8274
-0.1079,0.2342,0.821
-0.1128,0.2401,0.8186
-0.1128,0.2494,0.8171
-0.1089,0.2542,0.8181
-0.1065,0.2625,0.8156
-0.1,0.2689,0.8234
-0.101,0.2669,0.821
-0.0947,0.2708,0.821
-0.0888,0.2713,0.8234
-0.0737,0.2738,0.8293
-0.0703,0.2699,0.8318
-0.0639,0.2689,0.8352
-0.0629,0.2645,0.842
-0.0624,0.2547,0.8532
-0.0654,0.2513,0.8679
-0.0668,0.2498,0.8782
-0.0707,0.245,0.885
-0.0717,0.244,0.8933
-0.0786,0.2425,0.8963
-0.079,0.242,0.9026
-0.0854,0.2425,0.9051
-0.0869,0.244,0.9114
-0.101,0.2508,0.9124
-0.1054,0.2484,0.9168
-0.1118,0.2572,0.9168
-0.1148,0.2591,0.9202
-0.1148,0.2645,0.927
-0.1152,0.2679,0.929
-0.1089,0.2752,0.9344
-0.1069,0.2767,0.9339
-0.0942,0.2694,0.9305
-0.0888,0.2694,0.9295
-0.0864,0.2606,0.9305
-0.083,0.2645,0.9261
-0.0751,0.2581,0.929
-0.0722,0.2518,0.9295
-0.0664,0.2489,0.9319
-0.0639,0.2445,0.9353
-0.0605,0.2415,0.9446
-0.0595,0.2391,0.9456
-0.0595,0.2371,0.9534
-0.0605,0.2381,0.9529
-0.0644,0.2371,0.9598
-0.0693,0.2361,0.9612
-0.0815,0.2346,0.9602
-0.0874,0.2381,0.9554
-0.1089,0.244,0.9388
-0.1128,0.2489,0.9314
-0.1201,0.2625,0.9187
-0.1216,0.2625,0.9139
-0.1231,0.2767,0.9099
-0.1255,0.2791,0.9026
-0.127,0.2826,0.8929
-0.1309,0.2909,0.8802
-0.1275,0.2928,0.8737
-0.1245,0.2943,0.8689
-0.125,0.2962,0.8645
-0.1187,0.2977,0.8615
-0.1143,0.3006,0.8654
-0.0991,0.2957,0.8625
-0.0957,0.2914,0.8718
-0.0834,0.2845,0.8821
-0.0781,0.2791,0.8899
-0.0732,0.265,0.9041
-0.0751,0.264,0.9187
-0.0781,0.2645,0.9256
-0.0786,0.2713,0.93
-0.0815,0.2699,0.9334
-0.083,0.2733,0.9334
-0.0795,0.2757,0.9319
-0.0805,0.2787,0.9368
-0.08,0.2806,0.9368
-0.0776,0.2821,0.9344
-0.079,0.2826,0.9373
-0.0795,0.2855,0.9417
-0.079,0.284,0.948
-0.079,0.2835,0.9475
-0.0834,0.2835,0.9534
-0.0834,0.2826,0.9534
-0.0864,0.2684,0.9695
-0.0874,0.2611,0.9744
-0.0849,0.2562,0.9764
-0.0815,0.2547,0.9813
-0.0815,0.2518,0.9896
-0.0781,0.2454,0.9935
-0.0766,0.243,0.994
-0.0683,0.245,0.9984
-0.0649,0.2425,1.0018
-0.0585,0.2479,1.0033
-0.0546,0.2528,0.9969
-0.0546,0.2533,0.996
-0.0571,0.2557,0.993
-0.0561,0.2581,0.9891
-0.0537,0.2635,0.9862
-0.0571,0.266,0.9867
-0.06,0.2762,0.9813
-0.061,0.2806,0.9906
-0.0615,0.285,0.9857
-0.061,0.2889,0.9886
-0.059,0.2909,0.9955
-0.0581,0.3021,1.0111
-0.0566,0.3016,1.0184
-0.0581,0.2943,1.0365
-0.059,0.2855,1.0599
-0.062,0.2787,1.0682
-0.0571,0.264,1.0873
-0.0546,0.2562,1.0951
-0.0566,0.2459,1.1171
-0.0493,0.2351,1.122
-0.0488,0.2298,1.1313
-0.0385,0.2195,1.1362
-0.0327,0.2146,1.1391
-0.0273,0.2117,1.1401
-0.0204,0.2132,1.1415
-0.0185,0.2063,1.143
-0.0121,0.2088,1.1396
-0.0117,0.2088,1.1396
-0.0082,0.2078,1.1298
-0.0043,0.2122,1.1323
0.0026,0.2185,1.1303
0.004,0.2273,1.1298
0.0089,0.2346,1.1279
0.0114,0.2351,1.1318
0.0226,0.2494,1.1396
0.0226,0.2469,1.1357
0.0231,0.2552,1.1391
0.0211,0.2498,1.1459
0.0187,0.2523,1.1435
0.0167,0.2469,1.142
0.0079,0.2401,1.1523
0.0035,0.2366,1.1611
-0.0131,0.2283,1.1743
-0.0209,0.2215,1.186
-0.0395,0.2151,1.2046
-0.0546,0.2014,1.2236
-0.0781,0.1863,1.2593
-0.1094,0.1624,1.2949
-0.1128,0.1477,1.3067
-0.1187,0.1394,1.3106
-0.1216,0.134,1.3135
-0.1299,0.114,1.3082
-0.1294,0.0983,1.2994
-0.1196,0.0905,1.2959
-0.1079,0.0769,1.2808
-0.104,0.07,1.2681
-0.0888,0.0602,1.2456
-0.0712,0.0573,1.2207
-0.0517,0.0617,1.1968
-0.0414,0.0622,1.186
-0.0283,0.0676,1.1664
-0.0219,0.0715,1.1533
-0.0219,0.0734,1.144
-0.017,0.0788,1.1284
-0.0224,0.0793,1.1181
-0.02,0.0827,1.1064
-0.0244,0.0871,1.0848
-0.0302,0.0964,1.0594
-0.0371,0.1027,1.0379
-0.0371,0.1081,1.0248
-0.0395,0.1184,1.0111
-0.0439,0.1276,0.9891
-0.0449,0.1291,0.9862
-0.0488,0.1443,0.971
-0.0473,0.1497,0.9666
-0.0497,0.1521,0.9641
-0.0517,0.157,0.9641
-0.0546,0.1594,0.9588
-0.0566,0.1624,0.9656
-0.0561,0.1619,0.9705
-0.0585,0.1614,0.9749
-0.0571,0.156,0.9783
-0.0566,0.1546,0.9842
-0.059,0.1531,0.9896
-0.0561,0.1507,0.9896
-0.0532,0.1232,1.0052
-0.0512,0.1208,1.0013
-0.0488,0.114,0.9999
-0.0385,0.0988,0.9964
-0.0336,0.0905,0.9935
-0.0229,0.0842,0.9881
-0.0038,0.0759,0.9759
0.0001,0.0739,0.9725
0.0031,0.0729,0.9695
0.0118,0.07,0.9617
0.0226,0.07,0.9549
0.0328,0.0685,0.9475
0.0328,0.0705,0.9402
0.0314,0.0715,0.9363
0.0294,0.0798,0.9295
0.0177,0.0939,0.9358
0.0153,0.1003,0.9378
0.0128,0.1105,0.9363
0.0065,0.1179,0.9344
0.0035,0.1247,0.9305
0.007,0.1271,0.9231
0.0079,0.134,0.9114
0.0148,0.136,0.908
0.0162,0.1404,0.906
0.0177,0.1409,0.9031
0.0221,0.1414,0.9016
0.027,0.1409,0.8899
0.028,0.1428,0.8885
0.0367,0.1467,0.886
0.0377,0.1477,0.8797
0.0436,0.1467,0.8792
0.0431,0.1463,0.8787
0.0431,0.1492,0.8806
0.0407,0.1507,0.886
0.0411,0.1487,0.8841
0.0324,0.1472,0.8889
0.026,0.1467,0.8899
0.026,0.1497,0.8885
0.0177,0.1516,0.8831
0.0187,0.1516,0.885
0.0104,0.1609,0.8865
0.0109,0.1565,0.8831
0.007,0.1633,0.8797
0.004,0.1731,0.8767
0.0045,0.1814,0.8689
-0.0019,0.1868,0.8659
-0.0034,0.1946,0.861
-0.0043,0.2014,0.8581
-0.0073,0.2044,0.8576
-0.0048,0.2049,0.8542
-0.0082,0.2107,0.8493
-0.0053,0.2078,0.8523
-0.0014,0.2092,0.8464
0.0031,0.2102,0.841
0.0065,0.2092,0.8415
0.0084,0.2102,0.8401
0.0177,0.2063,0.8425
0.0187,0.2014,0.8366
0.0245,0.2009,0.8327
0.0236,0.199,0.8313
0.0265,0.1946,0.8269
0.0265,0.1956,0.8264
0.0275,0.1936,0.8161
0.0275,0.1892,0.8191
0.0221,0.1917,0.8191
0.0187,0.198,0.8171
0.0128,0.2005,0.8142
0.0109,0.2049,0.8181
0.0094,0.2073,0.82
-0.0019,0.2122,0.8147
-0.0126,0.2171,0.8122
-0.017,0.2234,0.8112
-0.0229,0.2283,0.8122
-0.0341,0.2342,0.8034
-0.0366,0.2391,0.8059
-0.041,0.2445,0.8073
