accx,accy,accz
0.045,0.3084,0.9129
0.0411,0.3138,0.9153
0.0402,0.3207,0.9153
0.0441,0.325,0.9182
0.045,0.3285,0.9153
0.0485,0.3304,0.9251
0.0485,0.3314,0.9305
0.046,0.3275,0.9417
0.0499,0.328,0.951
0.0411,0.3304,0.9729
0.0416,0.3265,0.9891
0.0348,0.3211,1.0008
0.0328,0.3172,1.0043
0.0284,0.3143,1.014
0.0255,0.3094,1.0145
0.0333,0.3036,1.0091
0.0377,0.2982,0.9989
0.0343,0.2972,0.9969
0.0436,0.2948,0.9857
0.045,0.2953,0.9773
0.0499,0.3026,0.972
0.0534,0.3016,0.9749
0.0504,0.3026,0.9852
0.0558,0.3011,0.9881
0.0577,0.3021,0.9964
0.0499,0.3006,1.0057
0.0563,0.2992,1.0194
0.0563,0.2953,1.0453
0.0568,0.2938,1.056
0.0641,0.2889,1.0873
0.0636,0.2884,1.1
0.069,0.2865,1.1147
0.0743,0.2708,1.1342
0.07,0.2704,1.1376
0.0709,0.2704,1.1474
0.0724,0.2645,1.1513
0.0724,0.2611,1.1552
0.0734,0.2494,1.1606
0.068,0.2498,1.162
0.07,0.2425,1.1577
0.0646,0.2361,1.1547
0.0577,0.2293,1.1425
0.0509,0.2249,1.1406
0.0387,0.2185,1.1303
0.0372,0.219,1.1293
0.0363,0.2195,1.1327
0.0324,0.2176,1.1298
0.0211,0.2278,1.1269
0.0084,0.244,1.1323
-0.0043,0.2513,1.1362
-0.0156,0.2689,1.1406
-0.0244,0.2699,1.1425
-0.0341,0.2752,1.1454
-0.0385,0.2757,1.1474
-0.0439,0.2762,1.1508
-0.0561,0.2787,1.1493
-0.06,0.2747,1.1401
-0.0634,0.2689,1.1357
-0.0634,0.2625,1.1376
-0.0624,0.2581,1.1313
-0.0571,0.2489,1.1186
-0.0527,0.2361,1.1093
-0.0497,0.2195,1.0986
-0.0497,0.2107,1.0903
-0.0463,0.1912,1.0809
-0.0449,0.1804,1.0809
-0.0336,0.1736,1.0795
-0.0292,0.1541,1.0829
-0.0322,0.1487,1.0839
-0.0331,0.1331,1.0804
-0.0414,0.1262,1.0765
-0.0444,0.1232,1.0751
-0.0444,0.1232,1.0775
-0.0454,0.1242,1.0848
-0.0478,0.1276,1.0917
-0.0537,0.1286,1.1122
-0.0546,0.1306,1.1176
-0.0566,0.135,1.1254
-0.0605,0.1325,1.1337
-0.0693,0.136,1.144
-0.0761,0.135,1.143
-0.0839,0.134,1.143
-0.0844,0.1365,1.1362
-0.0913,0.1419,1.1127
-0.0996,0.1482,1.0898
-0.104,0.155,1.0785
-0.1054,0.1609,1.0648
-0.1079,0.1756,1.0326
-0.1065,0.18,1.0194
-0.103,0.18,1.0082
-0.1025,0.1902,0.9768
-0.101,0.1946,0.9637
-0.102,0.198,0.9436
-0.1025,0.1995,0.9314
-0.103,0.198,0.9075
-0.1065,0.199,0.9055
-0.102,0.1951,0.9075
-0.1065,0.1936,0.9119
-0.1049,0.1873,0.928
-0.102,0.1834,0.9358
-0.1005,0.1677,0.9607
-0.0986,0.1643,0.9671
-0.1,0.1541,0.9729
-0.0961,0.1409,0.9955
-0.0922,0.1301,1.0096
-0.0937,0.1237,1.0155
-0.0815,0.1223,1.0194
-0.0737,0.113,1.0199
-0.0644,0.1081,1.0086
-0.0566,0.1071,0.993
-0.0517,0.1037,0.9842
-0.0493,0.1052,0.9715
-0.0424,0.1096,0.9539
-0.0351,0.1125,0.9285
-0.0341,0.1228,0.9134
-0.0322,0.1291,0.8933
-0.0327,0.1331,0.8865
-0.0371,0.134,0.8787
-0.0419,0.137,0.8758
-0.0493,0.1409,0.8728
-0.0493,0.1423,0.887
-0.0532,0.1419,0.8929
-0.0517,0.136,0.8987
-0.0546,0.134,0.8997
-0.0522,0.1345,0.9065
-0.0532,0.1315,0.908
-0.0507,0.1311,0.9134
-0.0546,0.1311,0.9187
-0.0493,0.1281,0.9217
-0.0488,0.132,0.9217
-0.0493,0.134,0.9222
-0.0537,0.1315,0.9217
-0.0512,0.1355,0.9153
-0.0493,0.138,0.9182
-0.0507,0.1394,0.9173
-0.0478,0.1531,0.9148
-0.0512,0.158,0.9202
-0.0507,0.1673,0.9173
-0.0527,0.1785,0.9402
-0.0537,0.18,0.9383
-0.0551,0.1843,0.9344
-0.0585,0.1804,0.9231
-0.0615,0.1907,0.9095
-0.0668,0.1926,0.9026
-0.059,0.1961,0.8806
-0.0624,0.2024,0.8772
-0.061,0.2092,0.8689
-0.0571,0.2132,0.8625
-0.0566,0.2151,0.8493
-0.0556,0.218,0.8396
-0.0571,0.2195,0.8308
-0.0546,0.219,0.8274
-0.0502,0.2171,0.8366
-0.0502,0.2219,0.843
-0.0502,0.2215,0.8435
-0.0512,0.2195,0.8444
-0.0507,0.2161,0.8537
-0.0537,0.2166,0.8513
-0.0532,0.22,0.8503
-0.0527,0.2156,0.8386
-0.0478,0.2254,0.8376
-0.0458,0.2215,0.8337
-0.041,0.2327,0.8264
-0.0307,0.2391,0.8083
-0.0292,0.2401,0.8073
-0.0356,0.2435,0.7937
-0.0366,0.2459,0.7946
-0.0346,0.2494,0.7932
-0.0341,0.2503,0.7922
-0.0356,0.2508,0.7873
-0.0371,0.2508,0.7873
-0.041,0.2459,0.7819
-0.0444,0.2469,0.7888
-0.0473,0.2469,0.7985
-0.0502,0.2494,0.8044
-0.0488,0.2528,0.8083
-0.0493,0.2542,0.8147
-0.0537,0.2567,0.8259
-0.0532,0.2625,0.8376
-0.0502,0.2606,0.8625
-0.0517,0.2562,0.8811
-0.0468,0.2528,0.8963
-0.04,0.2464,0.9055
-0.038,0.2411,0.9085
-0.0361,0.2366,0.9134
-0.0317,0.2376,0.9173
-0.0229,0.2273,0.9222
-0.0204,0.2268,0.9265
-0.0112,0.22,0.9275
0.0011,0.2102,0.9324
0.0045,0.2005,0.9305
0.0109,0.2019,0.9231
0.0118,0.2083,0.9226
0.0148,0.2102,0.9153
0.0148,0.2151,0.9182
0.0035,0.2302,0.9051
-0.0073,0.2498,0.9104
-0.0097,0.2533,0.9002
-0.0185,0.2708,0.9007
-0.0248,0.2777,0.907
-0.0312,0.2826,0.9075
-0.0292,0.287,0.9075
-0.0307,0.2918,0.9129
-0.0356,0.2943,0.9217
-0.0375,0.2967,0.9212
-0.0371,0.2904,0.9314
-0.039,0.286,0.9309
-0.0336,0.2845,0.9363
-0.0351,0.2865,0.9422
-0.0331,0.2821,0.9417
-0.0253,0.2787,0.9358
-0.0253,0.2796,0.9383
-0.0195,0.2752,0.9334
-0.0121,0.2655,0.9314
-0.0092,0.2616,0.9373
-0.0087,0.2577,0.9339
-0.0038,0.2557,0.9348
-0.0014,0.2557,0.9348
0.0021,0.2474,0.9515
0.0094,0.2479,0.9607
0.0148,0.2474,0.9671
0.0221,0.2406,0.9842
0.0236,0.2401,0.9906
0.0255,0.2415,1.0062
0.0265,0.2435,1.015
0.0231,0.2415,1.0189
0.0167,0.245,1.0174
0.0133,0.2489,1.0213
0.0031,0.2518,1.014
-0.0078,0.2645,1.0047
-0.0214,0.2747,0.9916
-0.0248,0.2923,0.9788
-0.0273,0.2972,0.9588
-0.0331,0.3055,0.9466
-0.0341,0.3143,0.929
-0.0351,0.3167,0.9104
-0.0341,0.3211,0.9036
-0.0307,0.3207,0.8958
-0.0253,0.3275,0.8679
-0.0219,0.3241,0.8625
-0.0161,0.3167,0.8606
-0.0121,0.3167,0.8659
-0.0097,0.3094,0.8674
-0.0063,0.3075,0.8737
-0.0053,0.3006,0.8792
-0.0024,0.2943,0.8909
0.0001,0.2787,0.9099
0.007,0.2733,0.9158
0.0055,0.2625,0.9485
0.0074,0.2533,0.9676
0.0094,0.244,1.0043
0.0109,0.2337,1.0526
0.0143,0.2268,1.0981
0.0138,0.2259,1.121
0.0099,0.2268,1.1591
0.0118,0.2244,1.1777
0.0099,0.2219,1.2012
0.0079,0.2219,1.2134
0.0031,0.2259,1.2217
-0.0004,0.2278,1.2241
-0.0092,0.2317,1.2202
-0.0151,0.2391,1.2114
-0.0253,0.2523,1.2041
-0.0297,0.2621,1.1826
-0.0302,0.2733,1.1747
-0.0317,0.2909,1.1684
-0.0297,0.2977,1.165
-0.0336,0.3016,1.165
-0.0312,0.3036,1.1694
-0.0292,0.304,1.1669
-0.0268,0.2948,1.1723
-0.0244,0.2923,1.1811
-0.0121,0.284,1.1913
-0.0097,0.2738,1.1953
0.0006,0.2645,1.2095
0.0045,0.2596,1.2153
0.0045,0.2523,1.2188
0.0109,0.2425,1.2197
0.0211,0.2263,1.2319
0.0236,0.2083,1.2378
0.0265,0.2009,1.2378
0.0289,0.1848,1.2388
0.028,0.1741,1.2412
0.0284,0.1673,1.2412
0.0309,0.1575,1.23
0.028,0.1546,1.2207
0.0294,0.1546,1.2178
0.025,0.1448,1.2075
0.0148,0.138,1.1953
0.0104,0.1399,1.1884
0.0035,0.1336,1.1791
0.004,0.1267,1.1684
0.0016,0.1232,1.162
0.0031,0.1232,1.1542
-0.0004,0.1174,1.145
0.0109,0.1174,1.1327
0.0177,0.1193,1.1264
0.0172,0.1213,1.1191
0.0348,0.1257,1.1069
0.0392,0.1271,1.0942
0.0538,0.1331,1.0716
0.0651,0.138,1.058
0.0714,0.1423,1.0379
0.0778,0.1428,1.0213
0.0885,0.1507,1.0018
0.0949,0.1507,0.9916
0.1041,0.1531,0.9823
0.1101,0.1555,0.9715
0.1198,0.1682,0.9685
0.1242,0.1682,0.9637
0.1276,0.1716,0.9641
0.1257,0.1682,0.9627
0.1271,0.1663,0.9632
0.1179,0.1697,0.9641
0.1184,0.1682,0.9578
0.1145,0.1663,0.9617
0.1012,0.1643,0.9539
0.0949,0.1609,0.9554
0.0856,0.1594,0.9578
0.0797,0.1668,0.9554
0.0797,0.1653,0.9539
0.0763,0.1619,0.9466
0.0739,0.1585,0.9432
0.0646,0.1546,0.9378
0.069,0.1502,0.9348
0.0675,0.1448,0.9339
0.0656,0.1448,0.9295
0.068,0.1433,0.9319
0.0685,0.1365,0.93
0.069,0.1237,0.9309
0.0773,0.1125,0.9295
0.0807,0.1096,0.93
0.0817,0.1096,0.9363
0.0851,0.1037,0.9392
0.0944,0.0915,0.9515
0.1017,0.0822,0.9622
0.1036,0.0808,0.9637
0.1125,0.0822,0.9661
0.113,0.0783,0.9666
0.1149,0.0803,0.9641
0.1105,0.0847,0.9612
0.1086,0.0847,0.9544
0.1027,0.092,0.95
0.1007,0.0954,0.9441
0.09,0.1008,0.9285
0.0861,0.1057,0.9236
0.0807,0.114,0.9124
0.07,0.1252,0.8943
0.0646,0.1355,0.8753
0.0602,0.1404,0.8723
0.0587,0.1521,0.8503
0.049,0.1604,0.8371
0.0514,0.1765,0.8244
0.0519,0.1809,0.8205
0.0524,0.1897,0.8127
0.0509,0.1951,0.8083
0.0631,0.1995,0.8147
0.0665,0.2049,0.8254
0.0743,0.2161,0.8352
0.0724,0.22,0.8493
0.0675,0.2136,0.8635
0.0558,0.2151,0.8689
0.0563,0.2122,0.8792
0.0494,0.2078,0.8792
0.0455,0.2117,0.8826
0.0397,0.2122,0.8846
0.0402,0.2117,0.8821
0.0343,0.2136,0.8753
0.0328,0.2156,0.8669
0.0289,0.2239,0.8557
0.0241,0.2234,0.8542
0.025,0.2263,0.8474
0.0216,0.2293,0.8493
0.0201,0.2302,0.8498
0.0231,0.2298,0.8547
0.0324,0.2293,0.8601
0.0333,0.2268,0.862
0.0387,0.2215,0.8777
0.0475,0.2215,0.8748
0.0558,0.2185,0.8792
0.0631,0.2112,0.8777
0.0739,0.2088,0.8787
0.0861,0.2078,0.8826
0.0836,0.2063,0.8806
0.0836,0.2083,0.8806
0.088,0.2112,0.8777
0.0827,0.2107,0.8723
0.0797,0.2151,0.8713
0.0724,0.219,0.8606
0.0573,0.2312,0.8562
0.048,0.2411,0.8464
0.0416,0.2474,0.8444
0.0284,0.2552,0.8303
0.0123,0.2708,0.8225
0.0065,0.2728,0.821
-0.0014,0.2752,0.821
-0.018,0.2811,0.8166
-0.0278,0.2899,0.8176
-0.0288,0.2923,0.8195
-0.0351,0.2992,0.8186
-0.0346,0.2948,0.8254
-0.0317,0.2943,0.8308
-0.0195,0.2943,0.8405
-0.0214,0.2904,0.843
-0.0151,0.2855,0.8444
0.0011,0.2801,0.8537
0.006,0.2777,0.8581
0.0167,0.2704,0.8601
0.0343,0.2591,0.8689
0.048,0.2494,0.8718
0.0592,0.244,0.8787
0.0729,0.244,0.8787
0.0797,0.2411,0.887
0.0944,0.2445,0.8821
0.0939,0.2459,0.8821
0.0929,0.2494,0.8753
0.0885,0.2479,0.863
0.0802,0.2513,0.8542
0.0695,0.2606,0.8347
0.0534,0.2738,0.8244
0.0348,0.2874,0.8093
0.0265,0.2909,0.8093
0.0138,0.307,0.8015
-0.0014,0.3099,0.7932
-0.0043,0.3163,0.7922
-0.0156,0.3192,0.7941
-0.0219,0.3167,0.7912
-0.0292,0.3163,0.8039
-0.0312,0.3143,0.8088
-0.0356,0.3128,0.844
-0.0268,0.3045,0.8713
-0.0253,0.2977,0.887
-0.0161,0.2967,0.9021
-0.0038,0.2914,0.9129
-0.0004,0.2816,0.9363
0.0197,0.2782,0.9602
0.0255,0.2738,0.9641
0.0319,0.2728,0.9676
0.0392,0.2728,0.9803
0.0592,0.2713,0.9891
0.0812,0.2689,0.9994
0.0856,0.2679,1.0008
0.0822,0.2664,0.9994
0.0802,0.2664,0.9989
0.0695,0.2679,0.9955
0.067,0.2694,0.9911
0.0631,0.2723,0.9803
0.0543,0.2743,0.9842
0.0548,0.2791,0.9803
0.0504,0.2821,0.9729
0.048,0.2889,0.9671
0.0436,0.2918,0.9593
0.0353,0.2943,0.9578
0.0304,0.2977,0.9456
0.0319,0.3001,0.95
0.0343,0.3021,0.9422
0.0314,0.3026,0.9466
0.0343,0.3011,0.9412
0.0367,0.3011,0.948
0.0416,0.2972,0.9441
0.049,0.2962,0.9466
0.0529,0.2972,0.9466
0.0548,0.2889,0.9427
0.0651,0.286,0.9358
0.069,0.2874,0.9344
0.0695,0.2874,0.927
0.0739,0.2874,0.929
0.07,0.3016,0.9309
0.0665,0.2992,0.929
0.0665,0.2967,0.9285
0.0592,0.3021,0.9388
0.0392,0.3045,0.9353
0.0328,0.3084,0.9392
0.0226,0.3089,0.9397
0.0157,0.3114,0.9451
0.0055,0.3099,0.9451
0.0006,0.3119,0.9495
0.0006,0.3119,0.9539
-0.0063,0.3128,0.9583
-0.0087,0.3153,0.9588
-0.0117,0.3143,0.9598
-0.0097,0.3114,0.9617
-0.0063,0.3094,0.9681
-0.0082,0.306,0.969
-0.0014,0.3045,0.9749
0.0016,0.2997,0.9778
0.0104,0.2923,0.9813
0.0123,0.2918,0.9808
0.0123,0.2874,0.9862
0.0309,0.2889,0.9857
0.0363,0.2957,0.994
0.0426,0.2972,0.9964
0.0504,0.3045,1.0033
0.0494,0.305,1.0047
0.0519,0.307,1.0062
0.0519,0.3045,1.0057
0.0431,0.2943,1.016
0.0241,0.2801,1.034
0.0026,0.2723,1.0458
-0.0107,0.2674,1.0692
-0.0273,0.2621,1.0878
-0.0366,0.2591,1.1015
-0.0385,0.2591,1.1117
-0.0414,0.2621,1.12
-0.0478,0.2586,1.1415
-0.0556,0.2621,1.144
-0.0576,0.2567,1.1537
-0.0585,0.2518,1.1674
-0.0541,0.2508,1.1738
-0.0512,0.2494,1.1777
-0.0497,0.2454,1.1869
-0.0444,0.244,1.1869
-0.0366,0.2415,1.1934
-0.0322,0.2298,1.1845
-0.0185,0.2185,1.1537
-0.0136,0.2224,1.1459
-0.0087,0.218,1.1337
-0.0053,0.2161,1.1249
0.0021,0.2176,1.1254
0.0094,0.2205,1.1225
0.0084,0.2215,1.1269
0.0074,0.2141,1.1269
0.0045,0.2112,1.1288
0.0021,0.2063,1.1327
0.004,0.2024,1.1342
0.004,0.197,1.1332
0.0006,0.1956,1.1327
-0.0004,0.1941,1.1323
-0.0004,0.2009,1.1313
-0.0053,0.199,1.1293
-0.0097,0.2005,1.1215
-0.0185,0.2009,1.1064
-0.0278,0.2092,1.102
-0.0439,0.2088,1.0898
-0.0522,0.2068,1.0853
-0.0561,0.2112,1.0799
-0.0688,0.2063,1.0707
-0.0795,0.2136,1.0702
-0.0805,0.2132,1.0707
-0.0864,0.2205,1.0672
-0.0957,0.2136,1.0736
-0.0986,0.2132,1.077
-0.1044,0.2049,1.0848
-0.102,0.2058,1.0893
-0.0996,0.1961,1.1059
-0.1049,0.1917,1.1244
-0.103,0.1804,1.1303
-0.1069,0.1716,1.1493
-0.1049,0.155,1.1601
-0.1054,0.1521,1.1669
-0.1094,0.1365,1.1655
-0.103,0.1375,1.1635
-0.0976,0.134,1.1484
-0.0981,0.1331,1.142
-0.0893,0.1404,1.1215
-0.0849,0.1507,1.102
-0.0756,0.157,1.0692
-0.0751,0.159,1.0379
-0.0678,0.1682,1.0062
-0.0698,0.1658,0.993
-0.0693,0.1648,0.9773
-0.0693,0.1658,0.9568
-0.0678,0.1682,0.9363
-0.0678,0.1682,0.9339
-0.0649,0.1707,0.9246
-0.0703,0.1663,0.9231
-0.0698,0.1658,0.9197
-0.0712,0.1624,0.9222
-0.0771,0.1648,0.9261
-0.082,0.159,0.9417
-0.0913,0.1546,0.9583
-0.1005,0.1507,0.9754
-0.1015,0.1482,0.9823
-0.1079,0.1423,0.994
-0.1113,0.1419,0.9989
-0.1123,0.1315,0.9974
-0.1157,0.1306,0.9994
-0.1182,0.1325,0.9999
-0.1143,0.1271,1.0023
-0.104,0.1336,0.996
-0.1025,0.1286,0.9916
-0.0957,0.1331,0.9862
-0.0952,0.1247,0.9768
-0.0849,0.1213,0.9578
-0.082,0.1203,0.9495
-0.0815,0.1193,0.9397
-0.0698,0.1218,0.9231
-0.0581,0.1237,0.9075
-0.0512,0.1193,0.8972
-0.0473,0.1174,0.8938
-0.038,0.1154,0.8855
-0.0366,0.1154,0.8797
-0.0341,0.1179,0.8698
-0.0273,0.1135,0.8679
-0.0209,0.1159,0.8601
-0.0185,0.113,0.8547
-0.0141,0.113,0.841
-0.0102,0.1091,0.8303
-0.0024,0.1081,0.8239
-0.0009,0.1105,0.8205
0.006,0.1105,0.8112
0.0104,0.1145,0.8127
0.0114,0.1198,0.8195
0.0197,0.1198,0.8151
0.0236,0.1276,0.8176
0.0226,0.1242,0.8161
0.0162,0.1252,0.8161
0.0123,0.1306,0.8186
0.0055,0.1404,0.8191
-0.0112,0.1458,0.8151
-0.0224,0.1531,0.8137
-0.039,0.1741,0.8132
-0.0512,0.177,0.8122
-0.0639,0.1966,0.8151
-0.083,0.2122,0.8278
-0.0986,0.2273,0.8425
-0.1069,0.2293,0.8503
-0.1123,0.2337,0.8567
-0.127,0.2283,0.861
-0.1231,0.2224,0.8645
-0.1206,0.219,0.8659
-0.101,0.2019,0.8508
-0.0922,0.198,0.8454
-0.0688,0.1917,0.8283
-0.0561,0.1804,0.8176
-0.0253,0.1736,0.8049
0.005,0.1668,0.7917
0.0294,0.1565,0.7956
0.0446,0.1609,0.7981
0.0582,0.1658,0.8005
0.0641,0.1677,0.8098
0.067,0.1668,0.8195
0.0675,0.1746,0.8313
0.0602,0.18,0.843
0.0436,0.1843,0.8635
0.0236,0.198,0.8831
0.0162,0.2009,0.8914
0.0001,0.2195,0.9168
-0.0092,0.221,0.9182
-0.0239,0.2283,0.9358
-0.0278,0.2302,0.9451
-0.0444,0.2278,0.9558
-0.059,0.2346,0.9436
-0.0585,0.2322,0.9441
-0.0605,0.2298,0.9363
-0.0615,0.2298,0.927
-0.061,0.2327,0.9163
-0.0581,0.2307,0.9099
-0.0546,0.2385,0.9104
-0.0493,0.2312,0.9148
-0.0351,0.2298,0.9153
-0.0229,0.2259,0.9222
-0.0131,0.2239,0.9265
-0.0024,0.2088,0.9456
0.0065,0.2078,0.9558
0.0123,0.1975,0.9661
0.0192,0.1966,0.9744
0.0241,0.1931,0.9862
0.0245,0.1892,0.9876
0.0167,0.1829,0.9901
0.0084,0.1804,0.9886
0.0089,0.1863,0.9847
-0.0034,0.1907,0.9749
-0.019,0.1931,0.9544
-0.0258,0.1975,0.9475
-0.0449,0.2102,0.9265
-0.0561,0.2092,0.9226
-0.061,0.2234,0.9143
-0.0605,0.2307,0.9046
-0.0585,0.2547,0.9026
-0.0532,0.2616,0.8943
-0.0512,0.266,0.8933
-0.0517,0.2704,0.8982
-0.0551,0.2669,0.9129
-0.0571,0.2625,0.927
-0.0556,0.2494,0.9427
-0.0527,0.245,0.9495
-0.0478,0.2327,0.9588
-0.0361,0.221,0.9729
-0.0273,0.2122,0.9768
-0.0248,0.2053,0.9813
-0.0161,0.1931,0.9813
-0.0117,0.1873,0.9798
-0.0073,0.1829,0.9729
-0.0063,0.178,0.9725
-0.0048,0.1829,0.9646
-0.0078,0.2019,0.9598
-0.0102,0.2146,0.9505
-0.0165,0.2263,0.9417
-0.0268,0.2385,0.9358
-0.0341,0.2494,0.929
-0.0395,0.2513,0.9226
-0.0468,0.2586,0.9217
-0.0454,0.2669,0.9207
-0.0439,0.2684,0.9187
-0.0317,0.2699,0.9241
-0.0204,0.2616,0.9324
-0.0156,0.2557,0.9427
-0.0097,0.2542,0.9432
-0.0034,0.2454,0.9529
0.0099,0.2302,0.9715
0.0201,0.2166,0.9872
0.025,0.2068,1.0003
0.0294,0.2019,0.9969
0.0441,0.1795,1.0047
0.0465,0.1668,1.0077
0.0494,0.158,1.0091
0.0455,0.1555,1.0091
0.046,0.1546,1.0106
0.0392,0.1575,1.0111
0.0348,0.1677,1.016
0.0314,0.1731,1.016
0.0265,0.1995,1.015
0.0157,0.2224,1.0145
0.0118,0.2351,1.0155
0.0021,0.2435,1.0091
-0.0068,0.2572,1.0052
-0.0204,0.2645,1.0008
-0.0219,0.2664,0.9955
-0.0292,0.2713,0.9881
-0.0292,0.2689,0.9833
-0.019,0.2572,0.9778
-0.0004,0.242,0.9788
0.0104,0.2381,0.9833
0.0221,0.2425,0.993
0.0314,0.2616,1.0111
0.045,0.2674,1.0409
0.048,0.2684,1.0477
0.0529,0.263,1.0629
0.0553,0.2562,1.0731
0.0509,0.2327,1.0868
0.0499,0.218,1.1059
0.0499,0.1966,1.124
0.0519,0.1878,1.1293
0.0573,0.1785,1.1391
0.0621,0.1687,1.1415
0.0631,0.1638,1.144
0.069,0.1716,1.1474
0.0739,0.1765,1.1498
0.0729,0.1922,1.1606
0.0656,0.2019,1.1674
0.0558,0.2078,1.1684
0.0275,0.2254,1.1679
0.0045,0.2445,1.1689
-0.0034,0.2503,1.1699
-0.0092,0.2606,1.1679
-0.0229,0.2767,1.1703
-0.0331,0.2953,1.1747
-0.0424,0.2997,1.1821
-0.0419,0.3045,1.1816
-0.0449,0.2953,1.1816
-0.0351,0.2796,1.185
-0.0331,0.2708,1.1806
-0.0327,0.2596,1.1806
-0.0244,0.2474,1.1762
-0.0156,0.2298,1.1713
-0.0073,0.2141,1.166
0.0031,0.2034,1.163
0.0084,0.1956,1.166
0.0065,0.1883,1.1616
0.0118,0.1834,1.1557
0.0128,0.1785,1.1577
0.0104,0.1697,1.1577
0.0133,0.1677,1.1596
0.005,0.1668,1.1513
0.005,0.1536,1.1616
0.0055,0.1511,1.1591
0.0074,0.1472,1.1567
0.0084,0.136,1.162
0.0123,0.1296,1.1689
0.0201,0.1267,1.1664
0.0226,0.1159,1.165
0.0245,0.1052,1.1581
0.0324,0.092,1.145
0.0431,0.0852,1.1254
0.0612,0.0832,1.1069
0.0729,0.0817,1.0907
0.088,0.0852,1.0643
0.091,0.0832,1.0541
0.0875,0.0822,1.0462
0.088,0.0803,1.0238
0.087,0.0822,1.0121
0.0861,0.0822,1.0057
0.0802,0.0861,0.9891
0.0807,0.0915,0.9842
0.0743,0.1008,0.9749
0.0739,0.1003,0.9685
0.07,0.1003,0.9607
0.0563,0.113,0.9495
0.0538,0.1125,0.9485
0.0465,0.1125,0.95
0.0421,0.1101,0.9641
0.0392,0.1076,0.9646
0.0338,0.1071,0.9676
0.0328,0.1047,0.9681
0.0314,0.1022,0.9734
0.0367,0.0964,0.9715
0.0348,0.0944,0.9783
0.0382,0.0905,0.9768
0.0426,0.0891,0.9754
0.0514,0.0876,0.9764
0.0582,0.0852,0.9768
0.0621,0.0812,0.9773
0.0704,0.0773,0.9798
0.0802,0.072,0.9729
0.0836,0.0715,0.9705
0.0861,0.0705,0.9637
0.09,0.0715,0.9524
0.0949,0.0725,0.9471
0.0861,0.0759,0.9358
0.0851,0.0832,0.9212
0.0822,0.0847,0.9163
0.0763,0.0939,0.9139
0.0729,0.0998,0.9099
0.069,0.1047,0.907
0.0734,0.1062,0.9065
0.066,0.1115,0.9065
0.0695,0.1135,0.9085
0.0704,0.1174,0.9104
0.0709,0.1237,0.9139
0.0709,0.1242,0.9129
0.0729,0.1276,0.9153
0.0714,0.1296,0.907
0.0783,0.1325,0.8963
0.0743,0.1355,0.8782
0.0753,0.1409,0.8606
0.0753,0.1394,0.8493
0.0734,0.1531,0.8366
0.0758,0.1604,0.8166
0.0773,0.1653,0.8122
0.0758,0.1707,0.801
0.0768,0.178,0.7985
0.0802,0.1848,0.7893
0.0812,0.1883,0.7883
0.0836,0.1883,0.7839
0.0885,0.1966,0.7834
0.09,0.1985,0.7898
0.0934,0.1975,0.7917
0.0905,0.1995,0.8156
0.0963,0.1995,0.823
0.0919,0.1926,0.8449
0.0905,0.1931,0.8542
0.0846,0.1824,0.8718
0.0787,0.1795,0.8831
0.0753,0.178,0.8841
0.0714,0.1702,0.8909
0.0656,0.1697,0.8924
0.0582,0.1668,0.8963
0.0529,0.1712,0.8953
0.0534,0.1731,0.8914
0.046,0.1741,0.8929
0.0382,0.1819,0.8846
0.0377,0.1843,0.888
0.0231,0.1941,0.8758
0.0182,0.2019,0.8772
0.0177,0.2117,0.8606
0.0118,0.2141,0.8557
0.005,0.2263,0.8493
0.004,0.2351,0.8503
0.0011,0.2454,0.8498
0.0016,0.2523,0.8508
0.0035,0.2528,0.8571
0.0031,0.2542,0.8596
0.005,0.2567,0.8679
0.0094,0.2542,0.8802
0.0167,0.2513,0.8889
0.0167,0.243,0.887
0.0226,0.2406,0.8885
0.0241,0.2381,0.8836
0.0343,0.2337,0.8836
0.0333,0.2307,0.8758
0.0309,0.2327,0.8767
0.0314,0.2356,0.8684
0.027,0.2474,0.8664
0.026,0.2474,0.861
0.026,0.2508,0.8606
0.0172,0.2616,0.8518
0.0138,0.2713,0.8386
0.0079,0.2811,0.8249
0.0045,0.2835,0.8249
0.0011,0.2957,0.8122
-0.0014,0.2972,0.8166
-0.0048,0.3055,0.8181
-0.0038,0.3163,0.8244
0.0006,0.3241,0.8313
0.004,0.327,0.8357
0.0094,0.3285,0.8415
0.0172,0.3275,0.8459
0.0343,0.3211,0.8615
0.0367,0.3119,0.8713
0.0509,0.2997,0.8782
0.0587,0.285,0.8836
0.0607,0.2777,0.8855
0.0695,0.2718,0.8865
0.0724,0.2679,0.8894
0.0734,0.2635,0.8904
0.0748,0.2591,0.8987
0.0753,0.2601,0.8943
0.0797,0.2537,0.8977
0.0768,0.2523,0.8982
0.0778,0.2547,0.8958
0.0709,0.2601,0.8919
0.0709,0.2655,0.8855
0.0651,0.2699,0.8821
0.0592,0.2772,0.8787
0.0534,0.2835,0.8772
0.045,0.2874,0.8777
0.0426,0.3006,0.8767
0.0372,0.3006,0.8762
0.0416,0.3021,0.8826
0.048,0.2972,0.885
0.0499,0.2962,0.8904
0.0543,0.2914,0.8924
0.0538,0.2899,0.8953
0.068,0.2894,0.8972
0.0797,0.2796,0.8992
0.0817,0.2796,0.8909
0.091,0.2772,0.8909
0.0993,0.2738,0.888
0.1056,0.2747,0.8782
0.1036,0.2747,0.8792
0.1027,0.2762,0.8787
